nsdId,category,source
54598,place,subject6
55168,place,subject6
55496,place,subject6
55596,place,subject6
55757,place,subject6
56387,place,subject6
59131,place,subject6
59224,place,subject6
59749,place,subject6
61182,place,subject6
62064,place,subject6
62854,place,subject6
63367,place,subject6
66507,place,subject6
66745,place,subject6
66752,place,subject6
67768,place,subject6
67868,place,subject6
69738,place,subject6
70163,place,subject6
72051,place,subject6
72307,place,subject6
1020,place,subject7
1796,place,subject7
1842,place,subject7
3724,place,subject7
4160,place,subject7
4302,place,subject7
5848,place,subject7
6043,place,subject7
6848,place,subject7
7181,place,subject7
9206,place,subject7
10040,place,subject7
10936,place,subject7
12402,place,subject7
12712,place,subject7
13461,place,subject7
13512,place,subject7
13593,place,subject7
14108,place,subject7
14332,place,subject7
14653,place,subject7
15249,place,subject7
15577,place,subject7
15774,place,subject7
17209,place,subject7
17227,place,subject7
17937,place,subject7
20375,place,subject7
21464,place,subject7
22462,place,subject7
22465,place,subject7
23043,place,subject7
23532,place,subject7
24258,place,subject7
26190,place,subject7
26901,place,subject7
27541,place,subject7
28562,place,subject7
29277,place,subject7
29825,place,subject7
31087,place,subject7
33344,place,subject7
33361,place,subject7
34273,place,subject7
34343,place,subject7
34945,place,subject7
35742,place,subject7
35979,place,subject7
36573,place,subject7
36657,place,subject7
37105,place,subject7
37894,place,subject7
38509,place,subject7
38590,place,subject7
38657,place,subject7
38713,place,subject7
39563,place,subject7
39880,place,subject7
40161,place,subject7
43367,place,subject7
43542,place,subject7
45272,place,subject7
46431,place,subject7
46618,place,subject7
47118,place,subject7
47197,place,subject7
47838,place,subject7
48048,place,subject7
48117,place,subject7
48748,place,subject7
49999,place,subject7
51311,place,subject7
52762,place,subject7
53592,place,subject7
54500,place,subject7
56683,place,subject7
57225,place,subject7
58592,place,subject7
59262,place,subject7
59333,place,subject7
60298,place,subject7
61221,place,subject7
64188,place,subject7
65394,place,subject7
65912,place,subject7
65924,place,subject7
66179,place,subject7
67493,place,subject7
67591,place,subject7
67614,place,subject7
68351,place,subject7
68434,place,subject7
68840,place,subject7
69032,place,subject7
70867,place,subject7
70983,place,subject7
71910,place,subject7
72160,place,subject7
72648,place,subject7
72796,place,subject7
2150,place,subject8
3154,place,subject8
3375,place,subject8
4872,place,subject8
5037,place,subject8
6729,place,subject8
6933,place,subject8
7476,place,subject8
8259,place,subject8
8337,place,subject8
8879,place,subject8
9079,place,subject8
9599,place,subject8
9843,place,subject8
10038,place,subject8
10274,place,subject8
11350,place,subject8
13038,place,subject8
15163,place,subject8
15439,place,subject8
18768,place,subject8
19130,place,subject8
19627,place,subject8
19717,place,subject8
19786,place,subject8
20880,place,subject8
21332,place,subject8
23460,place,subject8
23662,place,subject8
24152,place,subject8
24763,place,subject8
26216,place,subject8
27058,place,subject8
27355,place,subject8
27595,place,subject8
28199,place,subject8
28407,place,subject8
29622,place,subject8
29799,place,subject8
30267,place,subject8
30338,place,subject8
31708,place,subject8
31751,place,subject8
31808,place,subject8
32533,place,subject8
34546,place,subject8
35237,place,subject8
35264,place,subject8
35509,place,subject8
37361,place,subject8
37913,place,subject8
38024,place,subject8
38665,place,subject8
38807,place,subject8
39634,place,subject8
39675,place,subject8
39871,place,subject8
40236,place,subject8
40691,place,subject8
41633,place,subject8
41732,place,subject8
41912,place,subject8
42443,place,subject8
43348,place,subject8
43828,place,subject8
43919,place,subject8
44591,place,subject8
45710,place,subject8
45795,place,subject8
46123,place,subject8
48290,place,subject8
49503,place,subject8
49673,place,subject8
50051,place,subject8
50296,place,subject8
50479,place,subject8
50523,place,subject8
52307,place,subject8
54735,place,subject8
55017,place,subject8
55201,place,subject8
55276,place,subject8
56160,place,subject8
56359,place,subject8
57843,place,subject8
57988,place,subject8
59217,place,subject8
59298,place,subject8
60726,place,subject8
61548,place,subject8
61986,place,subject8
62392,place,subject8
64122,place,subject8
64499,place,subject8
66081,place,subject8
69020,place,subject8
70186,place,subject8
70508,place,subject8
72466,place,subject8
72906,place,subject8
